Unnamed: 0,Xlig1_aver,B1,B2,TYPE,NH3_ligand,DG,index,DG-class,Unnamed: 8,KMeans_Cluster,DBSCAN_Cluster,Agglo_Cluster,Y=0.5*X+0.5*0.5*(B1+B2),variances,,,,,
Imidazole-CH2PMe2-CH2NMe2,2.247819395,2.286666667,2.3575,0,1,,2448,,,1,7,0,2.284951364,,1,Imidazole-CH2PMe2-CH2NMe2,3510,4.080533981,
Imidazole-Me-CH2NMe2,2.247819395,2.2875,2.3575,0,1,,2449,,,1,7,0,2.285159698,,1,Imidazole-Me-CH2NMe2,3547,4.080533981,
NH2Me-DiP-CH2OMe,2.363738318,2.344827586,2.4425,0,1,,2450,,,1,7,0,2.378701056,,1,NH2Me-DiP-CH2OMe,1790,4.064016819,
N(SiMe3)H2-DiP-CH2OMe,2.369844021,2.344827586,2.4425,0,1,,2451,,,1,7,0,2.381753907,,1,N(SiMe3)H2-DiP-CH2OMe,4542,4.064016819,
NH3-DiP-Me,2.381818182,2.344827586,2.2875,0,1,,2452,,,1,7,0,2.348990988,,1,NH3-DiP-Me,2999,4.061357498,
N(CF3)H2-tBu-tBu,2.136802742,2.307692308,2.307692308,0,1,,2453,,,1,7,0,2.222247525,,1,N(CF3)H2-tBu-tBu,2886,4.060017109,
NH2Me-DiP-C4H4N,2.363738318,2.344827586,2.448888889,0,1,,2454,,,1,7,0,2.380298278,,1,NH2Me-DiP-C4H4N,1784,4.05846262,
N(SiMe3)H2-DiP-C4H4N,2.369844021,2.344827586,2.448888889,0,1,,2455,,,1,7,0,2.383351129,,1,N(SiMe3)H2-DiP-C4H4N,4536,4.05846262,
NH2Me-CH2PMe2-OH,2.363738318,2.286666667,2.82,0,1,,2456,,,1,3,1,2.458535826,,1,NH2Me-CH2PMe2-OH,1907,4.055338383,
NH2Me-Me-OH,2.363738318,2.2875,2.82,0,1,,2457,,,1,3,1,2.458744159,,1,NH2Me-Me-OH,1944,4.055338383,
N(SiMe3)H2-CH2PMe2-OH,2.369844021,2.286666667,2.82,0,1,,2458,,,1,3,1,2.461588677,,1,N(SiMe3)H2-CH2PMe2-OH,4659,4.055338383,
N(SiMe3)H2-Me-OH,2.369844021,2.2875,2.82,0,1,,2459,,,1,3,1,2.461797011,,1,N(SiMe3)H2-Me-OH,4696,4.055338383,
N(CF3)H2-Cy-Cy,2.136802742,2.323529412,2.323529412,0,1,,2460,,,1,7,0,2.230166077,,1,N(CF3)H2-Cy-Cy,2859,4.054888248,
N(CF3)H2-Cy-tBu,2.136802742,2.323529412,2.307692308,0,1,,2461,,,1,7,0,2.226206801,,1,N(CF3)H2-Cy-tBu,2862,4.054888248,
N(CN)H2-Ph-Cl-iPr,2.267546908,2.478181818,2.305,0,1,,2462,,,1,7,0,2.329568909,,1,N(CN)H2-Ph-Cl-iPr,1618,4.04727602,
Imidazole-Ph-Cl-iPr,2.247819395,2.478181818,2.305,0,1,,2463,,,1,7,0,2.319705152,,1,Imidazole-Ph-Cl-iPr,3630,4.036831856,
NH2C6F5-F-C6F5,2.2,3.98,3.2,0,1,,2464,,,,,,2.895,,1,NH2C6F5-F-C6F5,522,4.020682812,
NH2C6F5-F-Me,2.2,3.98,2.2875,0,1,,2465,,,,,,2.666875,,1,NH2C6F5-F-Me,510,4.017210484,
N(N(iPr)2)H2-CH2PMe2-SiMe3,2.360178971,2.286666667,2.257692308,0,1,,2466,,,1,7,0,2.316179229,,1,N(N(iPr)2)H2-CH2PMe2-SiMe3,3928,3.98208642,
N(N(iPr)2)H2-Me-SiMe3,2.360178971,2.2875,2.257692308,0,1,,2467,,,1,7,0,2.316387563,,1,N(N(iPr)2)H2-Me-SiMe3,3965,3.98208642,
N(tBu)H2-CH2PMe2-SiMe3,2.359633028,2.286666667,2.257692308,0,1,,2468,,,1,7,0,2.315906258,,1,N(tBu)H2-CH2PMe2-SiMe3,5072,3.98208642,
N(tBu)H2-Me-SiMe3,2.359633028,2.2875,2.257692308,0,1,,2469,,,1,7,0,2.316114591,,1,N(tBu)H2-Me-SiMe3,5109,3.98208642,
NMe3-Et-SiMe3,2.328961749,2.3,2.257692308,0,1,,2470,,,1,7,0,2.303903952,,1,NMe3-Et-SiMe3,1191,3.959237576,
N(CN)H2-PMe2-C6H7,2.267546908,2.276666667,2.361538462,0,1,,2471,,,1,7,0,2.293324736,,1,N(CN)H2-PMe2-C6H7,1326,3.950686455,
N(CF3)H2-tBu-iPr,2.136802742,2.307692308,2.305,0,1,,2472,,,1,7,0,2.221574448,,1,N(CF3)H2-tBu-iPr,2887,3.945269823,
N(CF3)H2-iPr-iPr,2.136802742,2.305,2.305,0,1,,2473,,,1,7,0,2.220901371,,1,N(CF3)H2-iPr-iPr,2893,3.945269823,
N(CF3)H2-Cy-iPr,2.136802742,2.323529412,2.305,0,1,,2474,,,1,7,0,2.225533724,,1,N(CF3)H2-Cy-iPr,2863,3.940141678,
N(NMe2)H2-PMe2-F,2.346898589,2.276666667,3.98,0,1,,2475,,,1,46,1,2.737615961,,1,N(NMe2)H2-PMe2-F,5636,3.937935829,
N(N(iPr)2)H2-CH2OMe-CF3,2.360178971,2.4425,3.6225,0,1,,2476,,,1,6,1,2.696339486,,1,N(N(iPr)2)H2-CH2OMe-CF3,3971,3.924534798,
N(tBu)H2-CH2OMe-CF3,2.359633028,2.4425,3.6225,0,1,,2477,,,1,6,1,2.696066514,,1,N(tBu)H2-CH2OMe-CF3,5115,3.924534798,
Imidazole-PMe2-C6H7,2.247819395,2.276666667,2.361538462,0,1,,2478,,,1,7,0,2.28346098,,1,Imidazole-PMe2-C6H7,3337,3.917144537,
NMe3-CH2NMe2-Ph,2.328961749,2.3575,2.390909091,0,1,,2479,,,1,7,0,2.351583147,,1,NMe3-CH2NMe2-Ph,1203,3.911271572,
NMe3-CH2NMe2-C4H3S,2.328961749,2.3575,2.4225,0,1,,2480,,,1,7,0,2.359480875,,1,NMe3-CH2NMe2-C4H3S,1198,3.909710169,
NH3-CH2SiMe3-OH,2.381818182,2.26875,2.82,0,1,,2481,,,1,3,1,2.463096591,,1,NH3-CH2SiMe3-OH,3248,3.902536392,
N(NMe2)H2-H-SiMe3,2.346898589,2.2,2.257692308,0,1,,2482,,,1,7,0,2.287872372,,1,N(NMe2)H2-H-SiMe3,5730,3.895420313,
NMe3-C6H7-Ph,2.328961749,2.361538462,2.390909091,0,1,,2483,,,1,7,0,2.352592763,,1,NMe3-C6H7-Ph,969,3.883675814,
NMe3-C6H7-C4H3S,2.328961749,2.361538462,2.4225,0,1,,2484,,,1,7,0,2.36049049,,1,NMe3-C6H7-C4H3S,964,3.882114649,
N(CF3)H2-F-CH2PMe2,2.136802742,3.98,2.286666667,0,1,,2485,,,1,4,4,2.635068038,,1,N(CF3)H2-F-CH2PMe2,2684,3.878750324,
NMe3-C6H7-C4H4N,2.328961749,2.361538462,2.448888889,0,1,,2486,,,1,7,0,2.367087712,,1,NMe3-C6H7-C4H4N,949,3.868915081,
NH2Me-CH2PMe2-SiMe3,2.363738318,2.286666667,2.257692308,0,1,,2487,,,1,7,0,2.317958903,,1,NH2Me-CH2PMe2-SiMe3,1915,3.868650436,
NH2Me-Me-SiMe3,2.363738318,2.2875,2.257692308,0,1,,2488,,,1,7,0,2.318167236,,1,NH2Me-Me-SiMe3,1952,3.868650436,
N(SiMe3)H2-CH2PMe2-SiMe3,2.369844021,2.286666667,2.257692308,0,1,,2489,,,1,7,0,2.321011754,,1,N(SiMe3)H2-CH2PMe2-SiMe3,4667,3.868650436,
N(SiMe3)H2-Me-SiMe3,2.369844021,2.2875,2.257692308,0,1,,2490,,,1,7,0,2.321220088,,1,N(SiMe3)H2-Me-SiMe3,4704,3.868650436,
NH3-CN-Me,2.381818182,2.795,2.2875,0,1,,2491,,,1,0,0,2.461534091,,1,NH3-CN-Me,3066,3.864254475,
N(CF3)H2-Et-CF3,2.136802742,2.3,3.6225,0,1,,2492,,,1,6,1,2.549026371,,1,N(CF3)H2-Et-CF3,2797,3.855251789,
NH2Me-CF3-Cl,2.363738318,3.6225,3.16,0,1,,2493,,,1,52,4,2.877494159,,1,NH2Me-CF3-Cl,2035,3.849375248,
N(SiMe3)H2-CF3-Cl,2.369844021,3.6225,3.16,0,1,,2494,,,1,52,4,2.880547011,,1,N(SiMe3)H2-CF3-Cl,4787,3.849375248,
N(N(iPr)2)H2-DiP-Br,2.360178971,2.344827586,2.96,0,1,,2495,,,1,3,1,2.506296382,,1,N(N(iPr)2)H2-DiP-Br,3801,3.849114656,
N(tBu)H2-DiP-Br,2.359633028,2.344827586,2.96,0,1,,2496,,,1,3,1,2.506023411,,1,N(tBu)H2-DiP-Br,4945,3.849114656,
NH2Ph-Cy-Ph,2.342971888,2.323529412,2.390909091,0,1,,2497,,,1,7,0,2.35009557,,1,NH2Ph-Cy-Ph,4411,3.846812487,
NH2Ph-tBu-Ph,2.342971888,2.307692308,2.390909091,0,1,,2498,,,1,7,0,2.346136294,,1,NH2Ph-tBu-Ph,4434,3.846812487,
NH2Ph-iPr-Ph,2.342971888,2.305,2.390909091,0,1,,2499,,,1,7,0,2.345463217,,1,NH2Ph-iPr-Ph,4439,3.846812487,
N(NMe2)H2-Cy-Ph,2.346898589,2.323529412,2.390909091,0,1,,2500,,,1,7,0,2.35205892,,1,N(NMe2)H2-Cy-Ph,5959,3.846812487,
N(NMe2)H2-tBu-Ph,2.346898589,2.307692308,2.390909091,0,1,,2501,,,1,7,0,2.348099644,,1,N(NMe2)H2-tBu-Ph,5983,3.846812487,
N(NMe2)H2-iPr-Ph,2.346898589,2.305,2.390909091,0,1,,2502,,,1,7,0,2.347426567,,1,N(NMe2)H2-iPr-Ph,5989,3.846812487,
NH2Ph-Cy-C4H3S,2.342971888,2.323529412,2.4225,0,1,,2503,,,1,7,0,2.357993297,,1,NH2Ph-Cy-C4H3S,4406,3.845251083,
N(NMe2)H2-Cy-C4H3S,2.346898589,2.323529412,2.4225,0,1,,2504,,,1,7,0,2.359956648,,1,N(NMe2)H2-Cy-C4H3S,5954,3.845251083,
NMe3-Cy-Ph,2.328961749,2.323529412,2.390909091,0,1,,2505,,,1,7,0,2.3430905,,1,NMe3-Cy-Ph,1249,3.840442419,
NMe3-tBu-Ph,2.328961749,2.307692308,2.390909091,0,1,,2506,,,1,7,0,2.339131224,,1,NMe3-tBu-Ph,1273,3.840442419,
NMe3-iPr-Ph,2.328961749,2.305,2.390909091,0,1,,2507,,,1,7,0,2.338458147,,1,NMe3-iPr-Ph,1279,3.840442419,
NMe3-Cy-C4H3S,2.328961749,2.323529412,2.4225,0,1,,2508,,,1,7,0,2.350988228,,1,NMe3-Cy-C4H3S,1244,3.838881254,
N(CF3)H2-PMe2-CF3,2.136802742,2.276666667,3.6225,0,1,,2509,,,1,6,1,2.543193038,,1,N(CF3)H2-PMe2-CF3,2554,3.833308935,
NMe3-C6H7-CH2OMe,2.328961749,2.361538462,2.4425,0,1,,2510,,,1,7,0,2.36549049,,1,NMe3-C6H7-CH2OMe,955,3.832210302,
NH2Me-C6H7-Et,2.363738318,2.361538462,2.3,0,1,,2511,,,1,7,0,2.347253775,,1,NH2Me-C6H7-Et,1767,3.831156254,
N(SiMe3)H2-C6H7-Et,2.369844021,2.361538462,2.3,0,1,,2512,,,1,7,0,2.350306626,,1,N(SiMe3)H2-C6H7-Et,4519,3.831156254,
N(CF3)H2-H-CF3,2.136802742,2.2,3.6225,0,1,,2513,,,1,6,1,2.524026371,,1,N(CF3)H2-H-CF3,2626,3.818233252,
NH2Ph-CH2NMe2-Ph,2.342971888,2.3575,2.390909091,0,1,,2514,,,1,7,0,2.358588217,,1,NH2Ph-CH2NMe2-Ph,4368,3.80901742,
N(NMe2)H2-CH2NMe2-Ph,2.346898589,2.3575,2.390909091,0,1,,2515,,,1,7,0,2.360551567,,1,N(NMe2)H2-CH2NMe2-Ph,5913,3.80901742,
NH2Ph-CH2NMe2-C4H3S,2.342971888,2.3575,2.4225,0,1,,2516,,,1,7,0,2.366485944,,1,NH2Ph-CH2NMe2-C4H3S,4363,3.807456017,
N(NMe2)H2-CH2NMe2-C4H3S,2.346898589,2.3575,2.4225,0,1,,2517,,,1,7,0,2.368449295,,1,N(NMe2)H2-CH2NMe2-C4H3S,5908,3.807456017,
NH3-PMe2-CN,2.381818182,2.276666667,2.795,0,1,,2518,,,1,3,1,2.458825758,,1,NH3-PMe2-CN,2945,3.806323528,
NH3-PMe2-OH,2.381818182,2.276666667,2.82,0,1,,2519,,,1,3,1,2.465075758,,1,NH3-PMe2-OH,2958,3.806323528,
NH2C6F5-H-F,2.2,2.2,3.98,0,1,,2520,,,,,,2.645,,1,NH2C6F5-H-F,532,3.799045324,
NMe3-Ph-Ph,2.328961749,2.390909091,2.390909091,0,1,,2521,,,1,7,0,2.35993542,,1,NMe3-Ph-Ph,1291,3.796925068,
N(CF3)H2-Br-iPr,2.136802742,2.96,2.305,0,1,,2522,,,1,0,0,2.384651371,,1,N(CF3)H2-Br-iPr,2737,3.793195724,
NMe3-C4H3S-Ph,2.328961749,2.4225,2.390909091,0,1,,2523,,,1,7,0,2.367833147,,1,NMe3-C4H3S-Ph,1266,3.79295969,
NMe3-C4H3S-C4H3S,2.328961749,2.4225,2.4225,0,1,,2524,,,1,7,0,2.375730875,,1,NMe3-C4H3S-C4H3S,1261,3.78908062,
N(CF3)H2-CN-C9H12,2.136802742,2.795,2.35,0,1,,2525,,,1,0,0,2.354651371,,1,N(CF3)H2-CN-C9H12,2667,3.788818359,
N(N(iPr)2)H2-Ph-Cl-OH,2.360178971,2.478181818,2.82,0,1,,2526,,,1,3,1,2.50463494,,1,N(N(iPr)2)H2-Ph-Cl-OH,4032,3.788177729,
N(tBu)H2-Ph-Cl-OH,2.359633028,2.478181818,2.82,0,1,,2527,,,1,3,1,2.504361969,,1,N(tBu)H2-Ph-Cl-OH,5176,3.788177729,
NH2Ph-C6H7-Ph,2.342971888,2.361538462,2.390909091,0,1,,2528,,,1,7,0,2.359597832,,1,NH2Ph-C6H7-Ph,4176,3.7814219,
N(NMe2)H2-C6H7-Ph,2.346898589,2.361538462,2.390909091,0,1,,2529,,,1,7,0,2.361561183,,1,N(NMe2)H2-C6H7-Ph,5680,3.7814219,
NH2Ph-C6H7-C4H3S,2.342971888,2.361538462,2.4225,0,1,,2530,,,1,7,0,2.36749556,,1,NH2Ph-C6H7-C4H3S,4171,3.779860497,
N(NMe2)H2-C6H7-C4H3S,2.346898589,2.361538462,2.4225,0,1,,2531,,,1,7,0,2.36945891,,1,N(NMe2)H2-C6H7-C4H3S,5675,3.779860497,
N(N(iPr)2)H2-CN-Ph-Cl,2.360178971,2.795,2.478181818,0,1,,2532,,,1,0,0,2.49838494,,1,N(N(iPr)2)H2-CN-Ph-Cl,3875,3.779511929,
N(tBu)H2-CN-Ph-Cl,2.359633028,2.795,2.478181818,0,1,,2533,,,1,0,0,2.498111969,,1,N(tBu)H2-CN-Ph-Cl,5019,3.779511929,
N(N(iPr)2)H2-Br-C4H3S,2.360178971,2.96,2.4225,0,1,,2534,,,1,0,0,2.525714486,,1,N(N(iPr)2)H2-Br-C4H3S,3940,3.77822423,
N(N(iPr)2)H2-Br-Ph,2.360178971,2.96,2.390909091,0,1,,2535,,,1,0,0,2.517816758,,1,N(N(iPr)2)H2-Br-Ph,3945,3.77822423,
N(tBu)H2-Br-C4H3S,2.359633028,2.96,2.4225,0,1,,2536,,,1,0,0,2.525441514,,1,N(tBu)H2-Br-C4H3S,5084,3.77822423,
N(tBu)H2-Br-Ph,2.359633028,2.96,2.390909091,0,1,,2537,,,1,0,0,2.517543787,,1,N(tBu)H2-Br-Ph,5089,3.77822423,
NH2Ph-Ph-Ph,2.342971888,2.390909091,2.390909091,0,1,,2538,,,1,7,0,2.36694049,,1,NH2Ph-Ph-Ph,4448,3.776002407,
N(NMe2)H2-Ph-Ph,2.346898589,2.390909091,2.390909091,0,1,,2539,,,1,7,0,2.36890384,,1,N(NMe2)H2-Ph-Ph,6001,3.776002407,
NH2Ph-C4H3S-Ph,2.342971888,2.4225,2.390909091,0,1,,2540,,,1,7,0,2.374838217,,1,NH2Ph-C4H3S-Ph,4428,3.772037029,
N(NMe2)H2-C4H3S-Ph,2.346898589,2.4225,2.390909091,0,1,,2541,,,1,7,0,2.376801567,,1,N(NMe2)H2-C4H3S-Ph,5976,3.772037029,
NH2Ph-C4H3S-C4H3S,2.342971888,2.4225,2.4225,0,1,,2542,,,1,7,0,2.382735944,,1,NH2Ph-C4H3S-C4H3S,4423,3.768157721,
N(NMe2)H2-C4H3S-C4H3S,2.346898589,2.4225,2.4225,0,1,,2543,,,1,7,0,2.384699295,,1,N(NMe2)H2-C4H3S-C4H3S,5971,3.768157721,
N(CF3)H2-CN-CH2NMe2,2.136802742,2.795,2.3575,0,1,,2544,,,1,0,0,2.356526371,,1,N(CF3)H2-CN-CH2NMe2,2669,3.766931772,
NH2Ph-C6H7-C4H4N,2.342971888,2.361538462,2.448888889,0,1,,2545,,,1,7,0,2.374092782,,1,NH2Ph-C6H7-C4H4N,4156,3.766661167,
N(NMe2)H2-C6H7-C4H4N,2.346898589,2.361538462,2.448888889,0,1,,2546,,,1,7,0,2.376056132,,1,N(NMe2)H2-C6H7-C4H4N,5660,3.766661167,
N(N(iPr)2)H2-Br-CH2OMe,2.360178971,2.96,2.4425,0,1,,2547,,,1,0,0,2.530714486,,1,N(N(iPr)2)H2-Br-CH2OMe,3931,3.750087261,
N(tBu)H2-Br-CH2OMe,2.359633028,2.96,2.4425,0,1,,2548,,,1,0,0,2.530441514,,1,N(tBu)H2-Br-CH2OMe,5075,3.750087261,
N(N(iPr)2)H2-DiP-H,2.360178971,2.344827586,2.2,0,1,,2549,,,1,7,0,2.316296382,,1,N(N(iPr)2)H2-DiP-H,3796,3.749607563,
N(tBu)H2-DiP-H,2.359633028,2.344827586,2.2,0,1,,2550,,,1,7,0,2.316023411,,1,N(tBu)H2-DiP-H,4940,3.749607563,
NMe3-H-SiMe3,2.328961749,2.2,2.257692308,0,1,,2551,,,1,7,0,2.278903952,,1,NMe3-H-SiMe3,1020,3.749060154,
NH2Ph-C6H7-CH2OMe,2.342971888,2.361538462,2.4425,0,1,,2552,,,1,7,0,2.37249556,,1,NH2Ph-C6H7-CH2OMe,4162,3.729956627,
N(NMe2)H2-C6H7-CH2OMe,2.346898589,2.361538462,2.4425,0,1,,2553,,,1,7,0,2.37445891,,1,N(NMe2)H2-C6H7-CH2OMe,5666,3.729956627,
N(CF3)H2-CN-Cy,2.136802742,2.795,2.323529412,0,1,,2554,,,1,0,0,2.348033724,,1,N(CF3)H2-CN-Cy,2673,3.719225883,
N(CF3)H2-CN-tBu,2.136802742,2.795,2.307692308,0,1,,2555,,,1,0,0,2.344074448,,1,N(CF3)H2-CN-tBu,2676,3.719225883,
N(CF3)H2-OH-tBu,2.136802742,2.82,2.307692308,0,1,,2556,,,1,0,0,2.350324448,,1,N(CF3)H2-OH-tBu,2871,3.719225883,
N(N(iPr)2)H2-C4H4N-CN,2.360178971,2.448888889,2.795,0,1,,2557,,,1,3,1,2.491061708,,1,N(N(iPr)2)H2-C4H4N-CN,3844,3.713376522,
N(N(iPr)2)H2-C4H4N-OH,2.360178971,2.448888889,2.82,0,1,,2558,,,1,3,1,2.497311708,,1,N(N(iPr)2)H2-C4H4N-OH,3857,3.713376522,
N(tBu)H2-C4H4N-CN,2.359633028,2.448888889,2.795,0,1,,2559,,,1,3,1,2.490788736,,1,N(tBu)H2-C4H4N-CN,4988,3.713376522,
N(tBu)H2-C4H4N-OH,2.359633028,2.448888889,2.82,0,1,,2560,,,1,3,1,2.497038736,,1,N(tBu)H2-C4H4N-OH,5001,3.713376522,
N(CF3)H2-C9H12-Ph-Cl,2.136802742,2.35,2.478181818,0,1,16.14457728,2561,,,1,7,0,2.275446826,,1,N(CF3)H2-C9H12-Ph-Cl,2781,3.708463192,
none-F-Et,0,3.98,2.3,1,0,5.4,2562,3,,,,,1.57,0.00708688,1,none-F-Et,464,3.70554328,5.4
N(CF3)H2-DiP-Ph-Cl,2.136802742,2.344827586,2.478181818,0,1,,2563,,,1,7,0,2.274153722,,1,N(CF3)H2-DiP-Ph-Cl,2602,3.704870224,
NH3-CH2OMe-OH,2.381818182,2.4425,2.82,0,1,,2564,,,1,3,1,2.506534091,,1,NH3-CH2OMe-OH,3168,3.701107502,
Piperidine-F-Ph,2.28,3.98,2.390909091,0,1,,2565,,,1,4,4,2.732727273,,1,Piperidine-F-Ph,2295,3.700433731,
NH2Me-Cl-Cl,2.363738318,3.16,3.16,0,1,,2566,,,1,1,1,2.761869159,,1,NH2Me-Cl-Cl,2091,3.692083836,
N(SiMe3)H2-Cl-Cl,2.369844021,3.16,3.16,0,1,,2567,,,1,1,1,2.764922011,,1,N(SiMe3)H2-Cl-Cl,4843,3.692083836,
N(NMe2)H2-Br-tBu,2.346898589,2.96,2.307692308,0,1,,2568,,,1,0,0,2.490372372,,1,N(NMe2)H2-Br-tBu,5829,3.686519384,
NMe3-Br-tBu,2.328961749,2.96,2.307692308,0,1,,2569,,,1,0,0,2.481403952,,1,NMe3-Br-tBu,1119,3.684910297,
NH2Ph-Br-Cy,2.342971888,2.96,2.323529412,0,1,,2570,,,1,0,0,2.492368297,,1,NH2Ph-Br-Cy,4296,3.68483758,
N(NMe2)H2-Br-Cy,2.346898589,2.96,2.323529412,0,1,,2571,,,1,0,0,2.494331648,,1,N(NMe2)H2-Br-Cy,5826,3.68483758,
NH2Me-CN-C9H12,2.363738318,2.795,2.35,0,1,,2572,,,1,0,0,2.468119159,,1,NH2Me-CN-C9H12,1859,3.6847651,
N(SiMe3)H2-CN-C9H12,2.369844021,2.795,2.35,0,1,,2573,,,1,0,0,2.471172011,,1,N(SiMe3)H2-CN-C9H12,4611,3.6847651,
NMe3-Br-Cy,2.328961749,2.96,2.323529412,0,1,,2574,,,1,0,0,2.485363228,,1,NMe3-Br-Cy,1116,3.683228254,
Piperidine-F-C4H3S,2.28,3.98,2.4225,0,1,,2575,,,1,4,4,2.740625,,1,Piperidine-F-C4H3S,2290,3.660017967,
NH3-Cl-SiMe3,2.381818182,3.16,2.257692308,0,1,,2576,,,1,0,0,2.545332168,,1,NH3-Cl-SiMe3,3300,3.631682396,
Piperidine-F-CH2OMe,2.28,3.98,2.4425,0,1,,2577,,,1,4,4,2.745625,,1,Piperidine-F-CH2OMe,2281,3.625294685,
N(N(iPr)2)H2-Br-Et,2.360178971,2.96,2.3,0,1,,2578,,,1,0,0,2.495089486,,1,N(N(iPr)2)H2-Br-Et,3933,3.599058151,
N(tBu)H2-Br-Et,2.359633028,2.96,2.3,0,1,,2579,,,1,0,0,2.494816514,,1,N(tBu)H2-Br-Et,5077,3.599058151,
NMe3-CH2OMe-Ph,2.328961749,2.4425,2.390909091,0,1,,2580,,,1,7,0,2.372833147,,1,NMe3-CH2OMe-Ph,1158,3.583138466,
NMe3-CH2OMe-C4H3S,2.328961749,2.4425,2.4225,0,1,,2581,,,1,7,0,2.380730875,,1,NMe3-CH2OMe-C4H3S,1153,3.579258919,
NH2Ph-CH2OMe-Ph,2.342971888,2.4425,2.390909091,0,1,,2582,,,1,7,0,2.379838217,,1,NH2Ph-CH2OMe-Ph,4328,3.562660217,
N(NMe2)H2-CH2OMe-Ph,2.346898589,2.4425,2.390909091,0,1,,2583,,,1,7,0,2.381801567,,1,N(NMe2)H2-CH2OMe-Ph,5868,3.562660217,
NH2Ph-CH2OMe-C4H3S,2.342971888,2.4425,2.4225,0,1,,2584,,,1,7,0,2.387735944,,1,NH2Ph-CH2OMe-C4H3S,4323,3.558780193,
N(NMe2)H2-CH2OMe-C4H3S,2.346898589,2.4425,2.4225,0,1,,2585,,,1,7,0,2.389699295,,1,N(NMe2)H2-CH2OMe-C4H3S,5863,3.558780193,
NH3-CN-Et,2.381818182,2.795,2.3,0,1,,2586,,,1,0,0,2.464659091,,1,NH3-CN-Et,3069,3.556102991,
N(N(iPr)2)H2-Br-Me,2.360178971,2.96,2.2875,0,1,,2587,,,1,0,0,2.491964486,,1,N(N(iPr)2)H2-Br-Me,3930,3.553853035,
N(tBu)H2-Br-Me,2.359633028,2.96,2.2875,0,1,,2588,,,1,0,0,2.491691514,,1,N(tBu)H2-Br-Me,5074,3.553853035,
NMe3-CH2OMe-CH2OMe,2.328961749,2.4425,2.4425,0,1,,2589,,,1,7,0,2.385730875,,1,NMe3-CH2OMe-CH2OMe,1144,3.538112402,
none-F-Me,0,3.98,2.2875,1,0,5.3,2590,3,,,,,1.566875,0.004680729,1,none-F-Me,488,3.534255981,5.3
N(CF3)H2-CN-Ph-Cl,2.136802742,2.795,2.478181818,0,1,,2591,,,1,0,0,2.386696826,,1,N(CF3)H2-CN-Ph-Cl,2670,3.533080816,
N(N(iPr)2)H2-C9H12-Cl,2.360178971,2.35,3.16,0,1,,2592,,,1,28,1,2.557589486,,1,N(N(iPr)2)H2-C9H12-Cl,3994,3.524105549,
N(tBu)H2-C9H12-Cl,2.359633028,2.35,3.16,0,1,,2593,,,1,28,1,2.557316514,,1,N(tBu)H2-C9H12-Cl,5138,3.524105549,
NH2Ph-CH2OMe-CH2OMe,2.342971888,2.4425,2.4425,0,1,,2594,,,1,7,0,2.392735944,,1,NH2Ph-CH2OMe-CH2OMe,4314,3.517634392,
N(NMe2)H2-CH2OMe-CH2OMe,2.346898589,2.4425,2.4425,0,1,,2595,,,1,7,0,2.394699295,,1,N(NMe2)H2-CH2OMe-CH2OMe,5854,3.517634392,
NMe3-PMe2-F,2.328961749,2.276666667,3.98,0,1,,2596,,,1,46,1,2.728647541,,1,NMe3-PMe2-F,925,3.509792089,
NH2Ph-H-F,2.342971888,2.2,3.98,0,1,-4.3,2597,1,,,,,2.716485944,0.003481402,1,NH2Ph-H-F,495,3.499417067,-4.3
N(NMe2)H2-H-F,2.346898589,2.2,3.98,0,1,,2598,,,1,46,1,2.718449295,,1,N(NMe2)H2-H-F,5710,3.499417067,
NH2Me-CF3-Ph,2.363738318,3.6225,2.390909091,0,1,,2599,,,1,21,4,2.685221432,,1,NH2Me-CF3-Ph,2037,3.498951197,
N(SiMe3)H2-CF3-Ph,2.369844021,3.6225,2.390909091,0,1,,2600,,,1,21,4,2.688274283,,1,N(SiMe3)H2-CF3-Ph,4789,3.498951197,
N(N(iPr)2)H2-C6H7-F,2.360178971,2.361538462,3.98,0,1,,2601,,,1,46,1,2.765474101,,1,N(N(iPr)2)H2-C6H7-F,3774,3.497080803,
N(tBu)H2-C6H7-F,2.359633028,2.361538462,3.98,0,1,,2602,,,1,46,1,2.76520113,,1,N(tBu)H2-C6H7-F,4918,3.497080803,
NH3-Ph-SiMe3,2.381818182,2.390909091,2.257692308,0,1,,2603,,,1,7,0,2.353059441,,1,NH3-Ph-SiMe3,3306,3.495502949,
NH2Me-CF3-C4H3S,2.363738318,3.6225,2.4225,0,1,,2604,,,1,21,4,2.693119159,,1,NH2Me-CF3-C4H3S,2032,3.492209673,
N(SiMe3)H2-CF3-C4H3S,2.369844021,3.6225,2.4225,0,1,,2605,,,1,21,4,2.696172011,,1,N(SiMe3)H2-CF3-C4H3S,4784,3.492209673,
NH3-C4H3S-SiMe3,2.381818182,2.4225,2.257692308,0,1,,2606,,,1,7,0,2.360957168,,1,NH3-C4H3S-SiMe3,3283,3.490800381,
N(CF3)H2-C4H4N-Br,2.136802742,2.448888889,2.96,0,1,,2607,,,1,3,1,2.420623593,,1,N(CF3)H2-C4H4N-Br,2642,3.477842808,
N(CF3)H2-Br-Ph-Cl,2.136802742,2.96,2.478181818,0,1,,2608,,,1,0,0,2.427946826,,1,N(CF3)H2-Br-Ph-Cl,2730,3.462133884,
