Unnamed: 0,Xlig1_aver,B1,B2,TYPE,NH3_ligand,DG,index,DG-class,Unnamed: 8,KMeans_Cluster,DBSCAN_Cluster,Agglo_Cluster,Y=0.5*X+0.5*0.5*(B1+B2),variances,,,,,
PH2F-Me-PMe2,1.784009547,2.2875,2.276666667,0,2,13.4,223,4,,,,,2.03304644,0.015404063,,,,,
CAAC-Br-SiMe3,2.157687651,2.96,2.257692308,0,3,32.96,224,4,,,,,2.383266903,0.015317294,,,,,
NH2Ph-CF3-OMe,2.342971888,3.6225,2.518,0,1,0.6,225,2,,,,,2.706610944,0.015266031,,,,,
none-C6F5-F,0,3.2,3.98,0,0,-8,226,1,,,,,1.795,0.015191709,,,,,
NH2Ph-PMe2-SiMe3,2.342971888,2.276666667,2.257692308,0,1,10.1,227,4,,,,,2.305075688,0.015165832,,,,,
none-Br-Ph,0,2.96,2.390909091,1,0,6.5,228,3,,,,,1.337727273,0.015109655,,,,,
PH2F-Me-Br,1.784009547,2.2875,2.96,0,2,13,229,4,,,,,2.203879774,0.015106297,,,,,
NH2Ph-Cl-Cl,2.342971888,3.16,3.16,0,1,3.7,230,2,,,,,2.751485944,0.015093924,,,,,
PH2Ph-Cl-OMe,1.96746988,3.16,2.518,0,2,12.3,231,4,,,,,2.40323494,0.015045423,,,,,
NH2C6F5-SiMe3-OMe,2.2,2.257692308,2.518,0,1,5.1,232,3,,,,,2.293923077,0.014953898,,,,,
CAAC-CN-Et,2.157687651,2.795,2.3,0,3,39.62,233,4,,,,,2.352593826,0.014936095,,,,,
PH2F-F-OMe,1.784009547,3.98,2.518,0,2,13,234,4,,,,,2.516504774,0.01488956,,,,,
none-Cl-CF3,0,3.16,3.6225,0,0,-11.6,235,1,,,,,1.695625,0.01475455,,,,,
CAAC-C6F5-SiMe3,2.157687651,3.2,2.257692308,0,3,34.43,236,4,,,,,2.443266903,0.014738514,,,,,
CAAC-tBu-Ph,2.157687651,2.307692308,2.390909091,0,3,36.94,237,4,,,,,2.253494175,0.014720152,,,,,
NH2Ph-F-CF3,2.342971888,3.98,3.6225,0,1,-0.3,238,1,,,,,3.072110944,0.014716679,,,,,
NH2Ph-Cl-SiMe3,2.342971888,3.16,2.257692308,0,1,5.5,239,3,,,,,2.525909021,0.014695852,,,,,
none-SiMe3-Et,0,2.257692308,2.3,1,0,4.5,240,2,,,,,1.139423077,0.014669228,,,,,
none-SiMe3-OMe,0,2.257692308,2.518,0,0,-3.3,241,1,,,,,1.193923077,0.014602224,,,,,
NH2C6F5-CN-CF3,2.2,2.795,3.6225,0,1,12.3,242,4,,,,,2.704375,0.014542947,,,,,
PH2C6F5-tBu-Cl,1.864473684,2.307692308,3.16,0,2,13.3,243,4,,,,,2.299159919,0.014510123,,,,,
NH2Ph-Br-OMe,2.342971888,2.96,2.518,0,1,0.7,244,2,,,,,2.540985944,0.014494921,,,,,
PH2Ph-Cl-PMe2,1.96746988,3.16,2.276666667,0,2,18.6,245,4,,,,,2.342901607,0.014491148,,,,,
NH2Ph-F-tBu,2.342971888,3.98,2.307692308,0,1,-4,246,1,,,,,2.743409021,0.014468987,,,,,
PH2F-tBu-Br,1.784009547,2.307692308,2.96,0,2,12.3,247,4,,,,,2.208927851,0.014453008,,,,,
PH2F-C6F5-CF3,1.784009547,3.2,3.6225,0,2,29.2,248,4,,,,,2.597629774,0.014427087,,,,,
PH2Ph-Br-OMe,1.96746988,2.96,2.518,0,2,12.5,249,4,,,,,2.35323494,0.014397483,,,,,
NH2Ph-Cl-OMe,2.342971888,3.16,2.518,0,1,-0.7,250,1,,,,,2.590985944,0.014294151,,,,,
CAAC-tBu-Cl,2.157687651,2.307692308,3.16,0,3,34.23,251,4,,,,,2.445766903,0.014267721,,,,,
CAAC-C6F5-Me,2.157687651,3.2,2.2875,0,3,37.91,252,4,,,,,2.450718826,0.014239319,,,,,
PH2F-tBu-CF3,1.784009547,2.307692308,3.6225,0,2,11.4,253,4,,,,,2.374552851,0.014197301,,,,,
PH2F-C6F5-PMe2,1.784009547,3.2,2.276666667,0,2,29.6,254,4,,,,,2.26117144,0.014185142,,,,,
NH2Ph-H-Me,2.342971888,2.2,2.2875,0,1,-2.2,255,1,,,,,2.293360944,0.014183859,,,,,
none-Br-Et,0,2.96,2.3,1,0,7.1,256,3,,,,,1.315,0.014168573,,,,,
none-C6F5-Et,0,3.2,2.3,1,0,4.4,257,2,,,,,1.375,0.014133808,,,,,
NH2Ph-C6F5-SiMe3,2.342971888,3.2,2.257692308,0,1,16.7,258,4,,,,,2.535909021,0.014133597,,,,,
PH2F-Ph-Cl,1.784009547,2.390909091,3.16,0,2,15.7,259,4,,,,,2.279732046,0.014076881,,,,,
none-SiMe3-F,0,2.257692308,3.98,1,0,5.7,260,3,,,,,1.559423077,0.014064643,,,,,
none-CF3-Me,0,3.6225,2.2875,0,0,-15.7,261,1,,,,,1.4775,0.014025397,,,,,
none-SiMe3-SiMe3,0,2.257692308,2.257692308,0,0,-22.1,262,1,,,,,1.128846154,0.013989189,,,,,
NH2F-Br-NMe2,2.088305489,2.96,2.371111111,0,1,69.2,263,4,,,,,2.376930522,0.013951279,,,,,
PH2Ph-C6F5-PMe2,1.96746988,3.2,2.276666667,0,2,21.9,264,4,,,,,2.352901607,0.013935293,,,,,
none-PMe2-PMe2,0,2.276666667,2.276666667,1,0,12.8,265,4,,,,,1.138333334,0.01386794,,,,,
NH2Ph-F-Me,2.342971888,3.98,2.2875,0,1,-5.1,266,1,,,,,2.738360944,0.013799371,,,,,
PH2F-Ph-SiMe3,1.784009547,2.390909091,2.257692308,0,2,15.7,267,4,,,,,2.054155123,0.013775287,,,,,
PH2Ph-Cl-SiMe3,1.96746988,3.16,2.257692308,0,2,19.2,268,4,,,,,2.338158017,0.013730968,,,,,
none-Cl-OMe,0,3.16,2.518,1,0,13.4,269,4,,,,,1.4195,0.013719028,,,,,
none-Br-Me,0,2.96,2.2875,1,0,6.9,270,3,,,,,1.311875,0.013713654,,,,,
NH2C6F5-Et-Cl,2.2,2.3,3.16,0,1,1.2,271,2,,,,,2.465,0.013576988,,,,,
NH2Ph-Et-SiMe3,2.342971888,2.3,2.257692308,0,1,4.4,272,2,,,,,2.310909021,0.013555682,,,,,
NH2Ph-H-CF3,2.342971888,2.2,3.6225,0,1,2.3,273,2,,,,,2.627110944,0.013537515,,,,,
NH2C6F5-Et-CF3,2.2,2.3,3.6225,0,1,3.2,274,2,,,,,2.580625,0.013342511,,,,,
PH2F-F-Ph,1.784009547,3.98,2.390909091,0,2,12.6,275,4,,,,,2.484732046,0.013226218,,,,,
none-C6F5-C6F5,0,3.2,3.2,1,0,5.5,276,3,,,,,1.6,0.01322024,,,,,
PH2C6F5-Cl-Cl,1.864473684,3.16,3.16,0,2,14.7,277,4,,,,,2.512236842,0.013213218,,,,,
NH2Ph-Et-Cl,2.342971888,2.3,3.16,0,1,0.7,278,2,,,,,2.536485944,0.013048336,,,,,
none-Cl-Ph,0,3.16,2.390909091,1,0,6.3,279,3,,,,,1.387727273,0.013046326,,,,,
NH2C6F5-Cl-SiMe3,2.2,3.16,2.257692308,0,1,7.4,280,3,,,,,2.454423077,0.012993226,,,,,
PH2C6F5-tBu-CF3,1.864473684,2.307692308,3.6225,0,2,16.2,281,4,,,,,2.414784919,0.012985734,,,,,
NH2Ph-tBu-Br,2.342971888,2.307692308,2.96,0,1,3.1,282,2,,,,,2.488409021,0.012974405,,,,,
none-OMe-F,0,2.518,3.98,1,0,10.2,283,4,,,,,1.6245,0.01295947,,,,,
PH2F-Me-tBu,1.784009547,2.2875,2.307692308,0,2,11.1,284,4,,,,,2.040802851,0.012742905,,,,,
NH2Ph-H-OMe,2.342971888,2.2,2.518,0,1,-3.8,285,1,,,,,2.350985944,0.01271675,,,,,
none-Ph-F,0,2.390909091,3.98,1,0,4.6,286,2,,,,,1.592727273,0.012694305,,,,,
none-SiMe3-Me,0,2.257692308,2.2875,0,0,-17.5,287,1,,,,,1.136298077,0.012625731,,,,,
NH2Ph-Me-PMe2,2.342971888,2.2875,2.276666667,0,1,3.4,288,2,,,,,2.312527611,0.012566773,,,,,
PH2Ph-CN-Cl,1.96746988,2.795,3.16,0,1,9.5,289,3,,,,,2.47248494,0.012534347,,,,,
none-Br-F,0,2.96,3.98,0,0,-1.3,290,1,,,,,1.735,0.012516649,,,,,
PH2F-tBu-Cl,1.784009547,2.307692308,3.16,0,2,12.2,291,4,,,,,2.258927851,0.012488341,,,,,
NH2Ph-CN-SiMe3,2.342971888,2.795,2.257692308,0,1,13.8,292,4,,,,,2.434659021,0.012446332,,,,,
none-Cl-F,0,3.16,3.98,0,0,-1.5,293,1,,,,,1.785,0.012294318,,,,,
none-Br-CF3,0,2.96,3.6225,0,0,-12.8,294,1,,,,,1.645625,0.012245691,,,,,
none-F-F,0,3.98,3.98,1,0,8.9,295,3,,,,,1.99,0.012234677,,,,,
none-Ph-F,0,2.390909091,3.98,0,0,-7.3,296,1,,,,,1.592727273,0.01216061,,,,,
PH2F-H-Ph,1.784009547,2.2,2.390909091,0,2,15,297,4,,,,,2.039732046,0.012129755,,,,,
PH2F-Ph-Br,1.784009547,2.390909091,2.96,0,2,15.9,298,4,,,,,2.229732046,0.012118304,,,,,
PH2C6F5-H-Et,1.864473684,2.2,2.3,0,2,14.7,299,4,,,,,2.057236842,0.012057032,,,,,
NH2Ph-Me-SiMe3,2.342971888,2.2875,2.257692308,0,1,4.6,300,2,,,,,2.307784021,0.012049419,,,,,
NH2C6F5-CN-Cl,2.2,2.795,3.16,0,1,10.6,301,4,,,,,2.58875,0.012035095,,,,,
PH2Ph-C6F5-SiMe3,1.96746988,3.2,2.257692308,0,2,24.7,302,4,,,,,2.348158017,0.012031286,,,,,
none-Cl-Me,0,3.16,2.2875,1,0,6.7,303,3,,,,,1.361875,0.012022826,,,,,
NH2Ph-Et-CF3,2.342971888,2.3,3.6225,0,1,2.3,304,2,,,,,2.652110944,0.012013612,,,,,
PH2F-F-PMe2,1.784009547,3.98,2.276666667,0,2,12.4,305,4,,,,,2.45617144,0.011979254,,,,,
none-C6F5-F,0,3.2,3.98,1,0,5,306,3,,,,,1.795,0.011865675,,,,,
PH2C6F5-Me-CF3,1.864473684,2.2875,3.6225,0,2,15,307,4,,,,,2.409736842,0.011858224,,,,,
NH2Ph-CF3-Cl,2.342971888,3.6225,3.16,0,1,4.8,308,2,,,,,2.867110944,0.01181851,,,,,
PH2F-CN-SiMe3,1.784009547,2.795,2.257692308,0,2,29.6,309,4,,,,,2.155177851,0.011797237,,,,,
PH2F-CN-Cl,1.784009547,2.795,3.16,0,2,29.6,310,4,,,,,2.380754774,0.011791084,,,,,
none-DiP-DiP,0,2.344827586,2.344827586,0,0,-4.9,311,1,,,,,1.172413793,0.011788025,,,,,
none-Cl-Ph,0,3.16,2.390909091,0,0,-9,312,1,,,,,1.387727273,0.01175227,,,,,
PH2C6F5-Me-PMe2,1.864473684,2.2875,2.276666667,0,2,16.3,313,4,,,,,2.073278509,0.011752261,,,,,
NH2Ph-CF3-Br,2.342971888,3.6225,2.96,0,1,6.1,314,3,,,,,2.817110944,0.011738742,,,,,
NH3-tBu-tBu,2.381818182,2.307692308,2.307692308,0,1,-1.2,315,1,,,,,2.344755245,0.011731143,,,,,
PH2F-PMe2-SiMe3,1.784009547,2.276666667,2.257692308,0,2,15.3,316,4,,,,,2.025594517,0.011722038,,,,,
PH2Ph-Br-Br,1.96746988,2.96,2.96,0,2,16.9,317,4,,,,,2.46373494,0.011659703,,,,,
CAAC-CF3-Cl,2.157687651,3.6225,3.16,0,3,35.11,318,4,,,,,2.774468826,0.011620786,,,,,
PH2F-CN-Br,1.784009547,2.795,2.96,0,2,30.1,319,4,,,,,2.330754774,0.011592146,,,,,
PH2F-Br-Br,1.784009547,2.96,2.96,0,2,26.6,320,4,,,,,2.372004774,0.01158999,,,,,
CAAC-Et-CF3,2.157687651,2.3,3.6225,0,3,32.83,321,4,,,,,2.559468826,0.011568555,,,,,
none-Br-CF3,0,2.96,3.6225,1,0,3.3,322,2,,,,,1.645625,0.011477269,,,,,
PH2C6F5-Cl-OMe,1.864473684,3.16,2.518,0,2,12.6,323,4,,,,,2.351736842,0.011456472,,,,,
NH2C6F5-H-H,2.2,2.2,2.2,0,1,-0.5,324,1,,,,,2.2,0.01144356,,,,,
PH2F-CF3-PMe2,1.784009547,3.6225,2.276666667,0,2,26.9,325,4,,,,,2.36679644,0.011390131,,,,,
none-C6F5-SiMe3,0,3.2,2.257692308,1,0,7.5,326,3,,,,,1.364423077,0.011373658,,,,,
none-PMe2-CF3,0,2.276666667,3.6225,1,0,2.1,327,2,,,,,1.474791667,0.011367873,,,,,
PH2F-H-C6F5,1.784009547,2.2,3.2,0,2,17.2,328,4,,,,,2.242004774,0.011300381,,,,,
CAAC-CF3-Br,2.157687651,3.6225,2.96,0,3,35.51,329,4,,,,,2.724468826,0.011276879,,,,,
PH2F-CN-CF3,1.784009547,2.795,3.6225,0,2,28.7,330,4,,,,,2.496379774,0.011271224,,,,,
NH2F-NMe2-Me,2.088305489,2.371111111,2.2875,0,1,71.1,331,4,,,,,2.208805522,0.011245051,,,,,
PH2F-H-PMe2,1.784009547,2.2,2.276666667,0,2,13.7,332,4,,,,,2.01117144,0.01123644,,,,,
NH2Ph-tBu-CF3,2.342971888,2.307692308,3.6225,0,1,4.3,333,2,,,,,2.654034021,0.011196387,,,,,
NH2Ph-F-Ph,2.342971888,3.98,2.390909091,0,1,-2.8,334,1,,,,,2.764213217,0.011149743,,,,,
PH2C6F5-PMe2-SiMe3,1.864473684,2.276666667,2.257692308,0,2,20,335,4,,,,,2.065826586,0.011114516,,,,,
PH2C6F5-H-Br,1.864473684,2.2,2.96,0,2,17,336,4,,,,,2.222236842,0.011107061,,,,,
PH2F-PMe2-OMe,1.784009547,2.276666667,2.518,0,2,14.2,337,4,,,,,2.09067144,0.011092385,,,,,
PH2C6F5-Br-OMe,1.864473684,2.96,2.518,0,2,13.1,338,4,,,,,2.301736842,0.011028505,,,,,
CAAC-CF3-Ph,2.157687651,3.6225,2.390909091,0,3,33.63,339,4,,,,,2.582196098,0.010974429,,,,,
PH2C6F5-H-tBu,1.864473684,2.2,2.307692308,0,2,14.8,340,4,,,,,2.059159919,0.010945338,,,,,
PH2C6F5-Me-Cl,1.864473684,2.2875,3.16,0,2,13.5,341,4,,,,,2.294111842,0.010940463,,,,,
PH2F-CF3-SiMe3,1.784009547,3.6225,2.257692308,0,2,26.4,342,4,,,,,2.362052851,0.010934789,,,,,
none-C6F5-Me,0,3.2,2.2875,1,0,4.4,343,2,,,,,1.371875,0.010933036,,,,,
CAAC-C6F5-PMe2,2.157687651,3.2,2.276666667,0,3,38.87,344,4,,,,,2.448010492,0.010930088,,,,,
NH2Ph-Br-SiMe3,2.342971888,2.96,2.257692308,0,1,6.8,345,3,,,,,2.475909021,0.010925669,,,,,
PH2C6F5-Me-SiMe3,1.864473684,2.2875,2.257692308,0,2,19,346,4,,,,,2.068534919,0.010915035,,,,,
CAAC-PMe2-OMe,2.157687651,2.276666667,2.518,0,3,39.57,347,4,,,,,2.277510492,0.010858208,,,,,
NH2Ph-F-Br,2.342971888,3.98,2.96,0,1,-0.3,348,1,,,,,2.906485944,0.010800516,,,,,
PH2C6F5-Me-tBu,1.864473684,2.2875,2.307692308,0,2,14,349,4,,,,,2.081034919,0.010799894,,,,,
PH2C6F5-C6F5-SiMe3,1.864473684,3.2,2.257692308,0,2,24.3,350,4,,,,,2.296659919,0.010780408,,,,,
PH2C6F5-F-Br,1.864473684,3.98,2.96,0,2,11,351,4,,,,,2.667236842,0.010764631,,,,,
PH2C6F5-CF3-PMe2,1.864473684,3.6225,2.276666667,0,2,18.5,352,4,,,,,2.407028509,0.010691887,,,,,
none-tBu-tBu,0,2.307692308,2.307692308,0,0,-13.2,353,1,,,,,1.153846154,0.010613813,,,,,
NH2Ph-C6F5-CF3,2.342971888,3.2,3.6225,0,1,13.7,354,4,,,,,2.877110944,0.010608946,,,,,
CAAC-Et-Br,2.157687651,2.3,2.96,0,3,36.21,355,4,,,,,2.393843826,0.010592615,,,,,
none-Br-C6F5,0,2.96,3.2,0,0,-9.2,356,1,,,,,1.54,0.010582683,,,,,
CAAC-Cl-PMe2,2.157687651,3.16,2.276666667,0,3,35.98,357,4,,,,,2.438010492,0.010567048,,,,,
PH2F-Me-CF3,1.784009547,2.2875,3.6225,0,2,11.6,358,4,,,,,2.369504774,0.010462981,,,,,
PH2C6F5-C6F5-PMe2,1.864473684,3.2,2.276666667,0,2,22.4,359,4,,,,,2.301403509,0.010403379,,,,,
none-CF3-Me,0,3.6225,2.2875,1,0,0.9,360,2,,,,,1.4775,0.010390067,,,,,
PH2F-Cl-PMe2,1.784009547,3.16,2.276666667,0,2,27.1,361,4,,,,,2.25117144,0.010355677,,,,,
PH2F-Me-Cl,1.784009547,2.2875,3.16,0,2,13,362,4,,,,,2.253879774,0.010336125,,,,,
PH2F-F-C6F5,1.784009547,3.98,3.2,0,2,14.2,363,4,,,,,2.687004774,0.010243557,,,,,
NH3-NMe2-NMe2,2.381818182,2.371111111,2.371111111,0,1,-2.4,364,1,,,,,2.376464647,0.010224187,,,,,
PH2C6F5-CF3-Br,1.864473684,3.6225,2.96,0,2,16.2,365,4,,,,,2.577861842,0.010221438,,,,,
NH2C6F5-F-F,2.2,3.98,3.98,0,1,2.4,366,2,,,,,3.09,0.010215473,,,,,
PH2C6F5-H-C6F5,1.864473684,2.2,3.2,0,2,21.2,367,4,,,,,2.282236842,0.010213655,,,,,
none-NMe2-NMe2,0,2.371111111,2.371111111,0,0,2.5,368,2,,,,,1.185555556,0.010199793,,,,,
PH2C6F5-CF3-Cl,1.864473684,3.6225,3.16,0,2,15.4,369,4,,,,,2.627861842,0.010197546,,,,,
PH2F-H-F,1.784009547,2.2,3.98,0,2,10.9,370,4,,,,,2.437004774,0.010115718,,,,,
PH2C6F5-Br-SiMe3,1.864473684,2.96,2.257692308,0,2,20.7,371,4,,,,,2.236659919,0.010097218,,,,,
PH2F-Ph-CF3,1.784009547,2.390909091,3.6225,0,2,14.8,372,4,,,,,2.395357046,0.010050447,,,,,
NH2Ph-H-SiMe3,2.342971888,2.2,2.257692308,0,1,4.3,373,2,,,,,2.285909021,0.010048803,,,,,
none-Cl-F,0,3.16,3.98,1,0,9.7,374,3,,,,,1.785,0.010045402,,,,,
none-SiMe3-CF3,0,2.257692308,3.6225,1,0,-0.1,375,1,,,,,1.470048077,0.009990987,,,,,
PH2C6F5-H-PMe2,1.864473684,2.2,2.276666667,0,2,16.7,376,4,,,,,2.051403509,0.009982633,,,,,
CAAC-Cl-SiMe3,2.157687651,3.16,2.257692308,0,3,33.03,377,4,,,,,2.433266903,0.009849821,,,,,
PH2C6F5-H-Me,1.864473684,2.2,2.2875,0,2,16.2,378,4,,,,,2.054111842,0.009834949,,,,,
PH2F-F-CF3,1.784009547,3.98,3.6225,0,2,9.8,379,3,,,,,2.792629774,0.009822785,,,,,
NH2Ph-Me-Br,2.342971888,2.2875,2.96,0,1,1.6,380,2,,,,,2.483360944,0.009792248,,,,,
PH2F-F-Cl,1.784009547,3.98,3.16,0,2,10.9,381,4,,,,,2.677004774,0.009780161,,,,,
PH2C6F5-Cl-PMe2,1.864473684,3.16,2.276666667,0,2,18.6,382,4,,,,,2.291403509,0.009713107,,,,,
CAAC-tBu-CF3,2.157687651,2.307692308,3.6225,0,3,31.55,383,4,,,,,2.561391903,0.009690784,,,,,
none-SiMe3-SiMe3,0,2.257692308,2.257692308,1,0,5.6,384,3,,,,,1.128846154,0.009687356,,,,,
PH2C6F5-Cl-Br,1.864473684,3.16,2.96,0,2,16.1,385,4,,,,,2.462236842,0.00967436,,,,,
NH2F-NMe2-Ph,2.088305489,2.371111111,2.390909091,0,1,72,386,4,,,,,2.234657795,0.009615991,,,,,
NH2Ph-H-C6F5,2.342971888,2.2,3.2,0,1,11.3,387,4,,,,,2.521485944,0.009605039,,,,,
PH2F-F-Br,1.784009547,3.98,2.96,0,2,11,388,4,,,,,2.627004774,0.009318973,,,,,
PH2F-C6F5-Cl,1.784009547,3.2,3.16,0,2,27.8,389,4,,,,,2.482004774,0.009290784,,,,,
PH2F-C6F5-SiMe3,1.784009547,3.2,2.257692308,0,2,31.1,390,4,,,,,2.256427851,0.009270005,,,,,
PH2Ph-Cl-Br,1.96746988,3.16,2.96,0,2,15.9,391,4,,,,,2.51373494,0.009248803,,,,,
PH2C6F5-F-PMe2,1.864473684,3.98,2.276666667,0,2,13.3,392,4,,,,,2.496403509,0.009184651,,,,,
NH2Ph-H-H,2.342971888,2.2,2.2,0,1,-0.7,393,1,,,,,2.271485944,0.009149534,,,,,
PH2C6F5-H-Cl,1.864473684,2.2,3.16,0,2,16.5,394,4,,,,,2.272236842,0.009138167,,,,,
PH2Ph-C6F5-Br,1.96746988,3.2,2.96,0,2,22,395,4,,,,,2.52373494,0.009137162,,,,,
PH2F-H-Br,1.784009547,2.2,2.96,0,2,13.5,396,4,,,,,2.182004774,0.009110057,,,,,
PH2F-C6F5-Br,1.784009547,3.2,2.96,0,2,28.5,397,4,,,,,2.432004774,0.008987831,,,,,
NH2Ph-F-Cl,2.342971888,3.98,3.16,0,1,-1.3,398,1,,,,,2.956485944,0.00897861,,,,,
NH2Ph-H-PMe2,2.342971888,2.2,2.276666667,0,1,2.4,399,2,,,,,2.290652611,0.008862108,,,,,
CAAC-CN-CF3,2.157687651,2.795,3.6225,0,3,33.71,400,4,,,,,2.683218826,0.008769289,,,,,
PH2F-CF3-Cl,1.784009547,3.6225,3.16,0,2,24.8,401,4,,,,,2.587629774,0.008692997,,,,,
PH2F-Cl-Cl,1.784009547,3.16,3.16,0,2,25.9,402,4,,,,,2.472004774,0.0086865,,,,,
none-F-Et,0,3.98,2.3,0,0,-6.5,403,1,,,,,1.57,0.008670223,,,,,
PH2Ph-Cl-Cl,1.96746988,3.16,3.16,0,2,14.8,404,4,,,,,2.56373494,0.008590549,,,,,
PH2F-H-tBu,1.784009547,2.2,2.307692308,0,2,11.2,405,4,,,,,2.018927851,0.00851709,,,,,
PH2F-H-Cl,1.784009547,2.2,3.16,0,2,13.5,406,4,,,,,2.232004774,0.008498949,,,,,
NH2Ph-tBu-Cl,2.342971888,2.307692308,3.16,0,1,1.6,407,2,,,,,2.538409021,0.008446746,,,,,
PH2Ph-CF3-Br,1.96746988,3.6225,2.96,0,2,16.4,408,4,,,,,2.62935994,0.008446732,,,,,
PH2C6F5-F-CF3,1.864473684,3.98,3.6225,0,2,9.8,409,3,,,,,2.832861842,0.008443467,,,,,
PH2C6F5-Cl-SiMe3,1.864473684,3.16,2.257692308,0,2,19.6,410,4,,,,,2.286659919,0.008346039,,,,,
PH2Ph-CF3-PMe2,1.96746988,3.6225,2.276666667,0,2,18.2,411,4,,,,,2.458526607,0.008283335,,,,,
PH2F-CF3-Br,1.784009547,3.6225,2.96,0,2,25.3,412,4,,,,,2.537629774,0.008261746,,,,,
PH2C6F5-C6F5-CF3,1.864473684,3.2,3.6225,0,2,22.6,413,4,,,,,2.637861842,0.008148477,,,,,
NH2Ph-H-Ph,2.342971888,2.2,2.390909091,0,1,5.5,414,3,,,,,2.319213217,0.008140038,,,,,
PH2F-Me-SiMe3,1.784009547,2.2875,2.257692308,0,2,13.5,415,4,,,,,2.028302851,0.008054676,,,,,
NH2Ph-Cl-Br,2.342971888,3.16,2.96,0,1,5.2,416,3,,,,,2.701485944,0.008027025,,,,,
PH2C6F5-C6F5-Cl,1.864473684,3.2,3.16,0,2,21.5,417,4,,,,,2.522236842,0.007970035,,,,,
PH2F-H-SiMe3,1.784009547,2.2,2.257692308,0,2,13.7,418,4,,,,,2.006427851,0.007967455,,,,,
PH2Ph-C6F5-Cl,1.96746988,3.2,3.16,0,2,21.5,419,4,,,,,2.57373494,0.00793441,,,,,
CAAC-C6F5-CF3,2.157687651,3.2,3.6225,0,3,37.52,420,4,,,,,2.784468826,0.007823328,,,,,
0-C6H7-H,0,2.361538462,2.2,0,0,-11.76,421,1,DG<0,3,13,2,1.140384616,,,,,,
NMe3-PMe2-H,2.328961749,2.276666667,2.2,0,1,1.3,422,2,1<DG<5,1,7,0,2.283647541,,,,,,
NH2Me-PMe2-H,2.363738318,2.276666667,2.2,0,1,1.7,423,2,1<DG<5,1,7,0,2.301035826,,,,,,
Piperidine-PMe2-H,2.28,2.276666667,2.2,0,1,28.34,424,4,DG>10,1,7,0,2.259166667,,,,,,
Piperidine-C6H7-H,2.28,2.361538462,2.2,0,1,26.6,425,4,DG>10,1,7,0,2.280384616,,,,,,
Piperidine-DiP-CH2PMe2,2.28,2.344827586,2.286666667,0,1,43.2,426,4,DG>10,1,7,0,2.297873563,,,,,,
Piperidine-DiP-Me,2.28,2.344827586,2.2875,0,1,42.2,427,4,DG>10,1,7,0,2.298081897,,,,,,
NHC1-F-C9H12,2.053719008,3.98,2.35,0,3,30.2,428,4,DG>10,0,73,4,2.609359504,,,,,,
NHC1-F-Et,2.053719008,3.98,2.3,0,3,24.6,429,4,DG>10,0,73,4,2.596859504,,,,,,
NHC1-F-CH2NMe2,2.053719008,3.98,2.3575,0,3,21.5,430,4,DG>10,0,73,4,2.611234504,,,,,,
NHC1-F-Ph-Cl,2.053719008,3.98,2.478181818,0,3,25.6,431,4,DG>10,0,73,4,2.641404959,,,,,,
NHC1-F-OMe,2.053719008,3.98,2.518,0,3,24.9,432,4,DG>10,0,73,4,2.651359504,,,,,,
N(CF3)H2-C6H7-tBu,2.136802742,2.361538462,2.307692308,0,1,1.7,433,2,1<DG<5,1,7,0,2.235709064,,,,,,
N(CF3)H2-C6H7-iPr,2.136802742,2.361538462,2.305,0,1,-0.1,434,1,DG<0,1,7,0,2.235035987,,,,,,
CAAC-C6F5-CH2NMe2,2.080508475,3.2,2.3575,0,3,38.4,435,4,DG>10,0,5,0,2.429629238,,,,,,
0-C6F5-H,0,3.2,2.2,0,0,-19.1,436,1,DG<0,3,23,2,1.35,,1,0-C6F5-H,558,-12.97531891,-19.1
NH3-C6H7-H,2.381818182,2.361538462,2.2,0,1,-1.7,437,1,DG<0,1,7,0,2.331293707,,,,,,
N(SiMe3)H2-PMe2-H,2.369844021,2.276666667,2.2,0,1,1.71,438,2,1<DG<5,1,7,0,2.304088677,,,,,,
none-tBu-tBu,0,2.307692308,2.307692308,1,0,4,439,2,,,,,1.153846154,0.008232921,,,,,
none-C6F5-Ph,0,3.2,2.390909091,1,0,4.9,440,2,,,,,1.397727273,0.008543652,,,,,
NH2C6F5-DiP-H,2.2,2.344827586,2.2,0,1,7.1,441,3,5<DG<10,1,7,0,2.236206897,,,,,,
none-SiMe3-Me,0,2.257692308,2.2875,1,0,3.7,442,2,,,,,1.136298077,0.009448543,,x_index_info,x_index_unlabeled,pred,y_unlabeled
NH2F-NMe2-H,2.088305489,2.371111111,2.2,0,1,69.6,443,4,,,,,2.186930522,0.006271784,1,NH2F-NMe2-H,476,63.22499847,69.6
NH2Ph-F-SiMe3,2.342971888,3.98,2.257692308,0,1,0.4,444,2,,,,,2.730909021,0.005492073,1,NH2Ph-F-SiMe3,482,0.394220263,0.4
Imidazole-CH2OMe-CH2OMe,2.247819395,2.4425,2.4425,0,1,14.27710752,445,,,1,7,0,2.345159698,,1,Imidazole-CH2OMe-CH2OMe,3561,9.276344299,
Imidazole-C4H3S-Ph,2.247819395,2.4225,2.390909091,0,1,20.44364829,446,,,1,7,0,2.32726197,,1,Imidazole-C4H3S-Ph,3683,9.549529076,
N(CN)H2-CH2OMe-CH2OMe,2.267546908,2.4425,2.4425,0,1,0.68712345,447,,,1,7,0,2.355023454,,1,N(CN)H2-CH2OMe-CH2OMe,1549,9.288824081,
